codeSp	GrSIH	codeSIH	ISSCAAP	TAXOCODE	codeFAO	codeFB	phylum	categ_bent	classe	ordre	Famille	Genre	espece	identifiant	taille_max	L50	cryptique	mobilite	territorialite	nocturne	comp_gr	agreg_saison	posi_col_eau	strat_demo	ponte	habitat_pref	chgmt_sexe	Trophique_2015	statutIUCN	coeffA	coeffB	niveau_taxo_ab
Lutjsemi	PO	-999	-999	NA	NA	179	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	semicinctus	Lutjanus_semicinctus	35	-999	N	MO	NA	NO	NA	NA	NA	2	NA	NA	NA	CA	NA	0,003983998	3,428015111	sp
Lutjsp.	PO	-999	33	17032027XX	SNA	200570	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	sp.	Lutjanus_sp.	-999	-999	N	TM	NA	NO	NA	NA	NA	3	NA	NA	NA	CA	NA	0,015114272	3,056841977	ge
Lutjsyna	PO	-999	33	1703202733	SNL	181	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	synagris	Lutjanus_synagris	60	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	CA	NA	0,0159	2,9561	NA
Lutjviri	PO	-999	-999	NA	NA	183	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	viridis	Lutjanus_viridis	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Lutjvitt	PO	-999	33	1703202716	LUJ	184	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	vitta	Lutjanus_vitta	40	-999	N	MO	NA	NO	NA	NA	B	3	NA	NA	NA	CA	NA	0,01249992	3,075172594	sp
Lutjviva	PO	-999	33	1703202734	LTJ	185	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	vivanus	Lutjanus_vivanus	83	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Luzosp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Serranidae	Luzonichthys	sp.	Luzonichthys_sp.	-999	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	NA	NA	0,0134	3,031	NA
Luzowait	PO	-999	-999	NA	NA	7453	chordata	NA	Actinopterygii	Perciformes	Serranidae	Luzonichthys	waitei	Luzonichthys_waitei	9	-999	N	SE	NA	DI	NA	NA	D	2	NA	NA	NA	PL	NA	0,013415232	3,030514248	fa
Lyroanti	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Ostreoida	Pectinidae	Lyropecten	antillarum	Lyropecten_antillarum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Lyroscab	CR	-999	47	2250300104	LQS	-999	arthropoda	NA	Malacostraca	Stomatopoda	Lysiosquillidae	Lysiosquilla	scabricauda	Lysiosquilla_scabricauda	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Lysmgrab	CR	-999	-999	NA	NA	-999	arthropoda	NA	Malacostraca	Decapoda	Stenopodidae	Lysmata	grabhami	Lysmata_grabhami	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Lytevari	EC	-999	-999	NA	NA	-999	echinodermata	NA	Echinoidea	Echinoida	Echinometridae	Lytechinus	variegatus	Lytechinus_variegatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Macomacu	PO	-999	-999	NA	NA	186	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Macolor	macularis	Macolor_macularis	60	-999	N	MO	NA	DI	NA	NA	D	5	NA	NA	NA	CA	NA	0,016736035	3,022152377	fa
Maconige	PO	-999	33	1703217701	MLN	187	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Macolor	niger	Macolor_niger	75	-999	N	MO	NA	DI	NA	NA	D	5	NA	CO	NA	CA	NA	0,016736035	3,022152377	fa
Macosp.	PO	-999	-999	NA	NA	200577	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Macolor	sp.	Macolor_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Macrbipa	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	bipartitus_bipartitus	Macropharyngodon_bipartitus_bipartitus	13	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0107	3,178	NA
Macrcyan	PO	-999	-999	NA	NA	13136	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	cyanoguttatus	Macropharyngodon_cyanoguttatus	12	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0107	3,178	NA
Macrdich	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydroidomedusa	Conica	Plumulariidae	Macrorhynchia	dichotoma	Macrorhynchia_dichotoma	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Macrkuit	PO	-999	-999	NA	NA	13141	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	kuiteri	Macropharyngodon_kuiteri	10	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,010669345	3,177649683	fa
Macrmele	PO	-999	-999	NA	NA	4984	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	meleagris	Macropharyngodon_meleagris	15	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,010669345	3,177649683	fa
Macrnegr	PO	-999	-999	NA	NA	4985	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	negrosensis	Macropharyngodon_negrosensis	12	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,010669345	3,177649683	fa
Macrrobu	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydroidomedusa	Conica	Plumulariidae	Macrorhynchia	robusta	Macrorhynchia_robusta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Macrsp.	PO	-999	-999	NA	NA	200582	chordata	NA	Actinopterygii	Perciformes	Labridae	Macropharyngodon	sp.	Macropharyngodon_sp.	-999	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,010669345	3,177649683	fa
Macrwilb	PO	-999	33	1732115801	MDW	1246	chordata	NA	Actinopterygii	Perciformes	Gobiidae	Macrodontogobius	wilburi	Macrodontogobius_wilburi	6	-999	NA	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	0,026387532	2,622565603	fa
Madrdeca	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Pocilloporidae	Madracis	decactis	Madracis_decactis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Madrform	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Pocilloporidae	Madracis	formosa	Madracis_formosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Madrhele	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Pocilloporidae	Madracis	helena	Madracis_helena	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Madrkirb	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Pocilloporidae	Madracis	kirbyi	Madracis_kirbyi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Madrmira	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Pocilloporidae	Madracis	mirabilis	Madracis_mirabilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mahimyst	PO	-999	33	1732115901	MAY	7240	chordata	NA	Actinopterygii	Perciformes	Gobiidae	Mahidolia	mystacina	Mahidolia_mystacina	8	-999	NA	SE	NA	DI	NA	NA	B	1	NA	C	NA	CA	NA	0,026387532	2,622565603	fa
Majigesp.	CR	4299	-999	NA	NA	-999	arthropoda	NA	Malacostraca	Decapoda	Majidae	ge.	sp.	Majidae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Makaindi	PO	-999	36	1750300507	BLM	217	chordata	NA	Actinopterygii	Perciformes	Istiophoridae	Makaira	indica	Makaira_indica	465	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Makamaza	PO	-999	-999	NA	NA	218	chordata	NA	Actinopterygii	Perciformes	Istiophoridae	Makaira	mazara	Makaira_mazara	500	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Makanigr	PO	3616	36	1750300505	BUM	216	chordata	NA	Actinopterygii	Perciformes	Istiophoridae	Makaira	nigricans	Makaira_nigricans	500	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malaauro	PO	-999	-999	NA	NA	3736	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	aurolineatus	Malacoctenus_aurolineatus	6	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malabrev	PO	-999	33	1701735701	MBV	5795	chordata	NA	Actinopterygii	Perciformes	Malacanthidae	Malacanthus	brevirostris	Malacanthus_brevirostris	32	-999	O	SE	NA	DI	NA	NA	B	3	NA	CO	NA	CA	NA	-999	-999	NA
Malaerdm	PO	-999	-999	NA	NA	16478	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	erdmani	Malacoctenus_erdmani	4	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malagill	PO	-999	-999	NA	NA	16559	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	gilli	Malacoctenus_gilli	8	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malalato	PO	-999	-999	NA	NA	5796	chordata	NA	Actinopterygii	Perciformes	Malacanthidae	Malacanthus	latovittatus	Malacanthus_latovittatus	45	-999	O	SE	NA	DI	NA	NA	B	3	NA	CO	NA	CA	NA	-999	-999	NA
Malamacr	PO	-999	-999	NA	NA	3737	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	macropus	Malacoctenus_macropus	6	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malaplum	PO	-999	-999	NA	NA	3541	chordata	NA	Actinopterygii	Perciformes	Malacanthidae	Malacanthus	plumieri	Malacanthus_plumieri	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	2,629	NA
Malasp.	PO	-999	-999	NA	NA	200588	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	sp.	Malacoctenus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Malatria	PO	-999	-999	NA	NA	3738	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	triangulatus	Malacoctenus_triangulatus	8	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	3,1883	NA
Malavers	PO	-999	33	1772200702	MRV	16570	chordata	NA	Actinopterygii	Perciformes	Labrisomidae	Malacoctenus	versicolor	Malacoctenus_versicolor	8	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mammsp1	MA	-999	-999	NA	NA	-999	chordata	NA	Mammalia	NA	fa.	ge.	sp.	Gros_mammiferes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mammsp2	MA	-999	-999	NA	NA	-999	chordata	NA	Mammalia	NA	fa.	ge.	sp.	Mammiferes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mammsp3	MA	-999	-999	NA	NA	-999	chordata	NA	Mammalia	NA	fa.	ge.	sp.	Moyens_mammiferes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mammsp4	MA	-999	-999	NA	NA	-999	chordata	NA	Mammalia	NA	fa.	ge.	sp.	Petits_mammiferes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mancdelt	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Muricidae	Mancinella	deltoidea	Mancinella_deltoidea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Maniaero	PA	-999	-999	NA	NA	-999	cnidaria	CHL	Anthozoa	Scleractinia	Faviidae	Manicina	aerolata	Manicina_areolata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mantalfr	PO	-999	-999	NA	NA	-999	chordata	NA	Elasmobranchii	Rajiformes	Myliobatidae	Manta	alfredi	Manta_alfredi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mantbiro	PO	-999	38	1100800702	RMB	2061	chordata	NA	Elasmobranchii	Rajiformes	Myliobatidae	Manta	birostris	Manta_birostris	300	-999	N	TM	NA	DN	NA	NA	P	6	NA	HM	NA	PL	NA	-999	-999	NA
Mantsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Elasmobranchii	Rajiformes	Myliobatidae	Manta	sp.	Manta_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Martepavo	VE	-999	-999	NA	NA	-999	plantae	NA	Florideophyceae	Ceramiales	Delesseriaceae	Martensia	pavonia	Martensia_pavonia	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mascheem	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Ophidiiformes	Bythitidae	Mascarenichthys	heemstrai	Mascarenichthys_heemstrai	4	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mastlanc	PO	-999	37	1900800301	MRW	10207	chordata	NA	Actinopterygii	Tetraodontiformes	Molidae	Masturus	lanceolatus	Masturus_lanceolatus	337	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meadabys	PO	-999	34	1431800401	SMY	23276	chordata	NA	Actinopterygii	Anguilliformes	Synaphobranchidae	Meadia	abyssalis	Meadia_abyssalis	73	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	L	NA	PI	NA	-999	-999	NA
Meanmean	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Meandrinidae	Meandrina	meandrites	Meandrina_meandrites	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Megaatla	PO	3501	33	1290200401	TAR	1079	chordata	NA	Actinopterygii	Elopiformes	Megalopidae	Megalops	atlanticus	Megalops_atlanticus	250	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Megacord	PO	-999	37	1702317901	HAS	384	chordata	NA	Actinopterygii	Perciformes	Carangidae	Megalaspis	cordyla	Megalaspis_cordyla	80	-999	N	TM	NA	DN	NA	NA	P	3	NA	NA	NA	PI	NA	0,008334081	3,197237587	fa
Megacypr	PO	-999	33	1290200402	TAI	227	chordata	NA	Actinopterygii	Elopiformes	Megalopidae	Megalops	cyprinoides	Megalops_cyprinoides	150	-999	N	TM	NA	DN	NA	NA	P	5	NA	NA	NA	PI	NA	0,012224814	3,032756806	sp
Meganata	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Serranidae	Meganthias	natalensis	Meganthias_natalensis	37	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	L	NA	NA	NA	0,0134	3,031	NA
Meganova	MA	-999	61	4230200301	HUW	-999	chordata	NA	Mammalia	Cetartiodactyla	Balaenopteridae	Megaptera	novaeangliae	Megaptera_novaeangliae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meiaanem	PO	-999	-999	NA	NA	11785	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	anema	Meiacanthus_anema	7	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	CA	NA	0,000865315	4,470212737	ge
Meiaatro	PO	-999	-999	NA	NA	6067	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	atrodorsalis	Meiacanthus_atrodorsalis	11	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	CA	NA	0,000865315	4,470212737	ge
Meiabund	PO	-999	-999	NA	NA	25790	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	bundoon	Meiacanthus_bundoon	8	-999	N	SE	NA	DI	NA	NA	D	2	NA	NA	NA	PL	NA	0,000865315	4,470212737	ge
Meiagram	PO	-999	-999	NA	NA	6069	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	grammistes	Meiacanthus_grammistes	11	-999	O	SE	NA	DI	NA	NA	B	2	NA	NA	NA	HE	NA	0,009736641	3,015881633	ge
Meiamoss	PO	-999	-999	NA	NA	12755	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	mossambicus	Meiacanthus_mossambicus	10	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	9,00E-04	4,47	NA
Meiasp.	PO	-999	-999	NA	NA	200598	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	sp.	Meiacanthus_sp.	-999	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	CA	NA	0,000865315	4,470212737	ge
Meiatong	PO	-999	-999	NA	NA	46688	chordata	NA	Actinopterygii	Perciformes	Blenniidae	Meiacanthus	tongaensis	Meiacanthus_tongaensis	7	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	CA	NA	0,000865315	4,470212737	ge
Melamicr	PO	-999	-999	NA	NA	16524	chordata	NA	Actinopterygii	Atheriniformes	Atherinopsidae	Melanorhinus	microps	Melanorhinus_microps	8	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meliindi	PO	-999	33	1901000501	MLJ	7634	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Melichthys	indicus	Melichthys_indicus	25	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0057	3,393	NA
Melinige	PO	-999	33	1901000502	MEN	966	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Melichthys	niger	Melichthys_niger	50	-999	N	SE	NA	DI	NA	NA	D	4	NA	CO	NA	OM	NA	0,005696442	3,393028006	fa
Melisp.	PO	-999	-999	NA	NA	200600	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Melichthys	sp.	Melichthys_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Melividu	PO	-999	-999	NA	NA	5838	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Melichthys	vidua	Melichthys_vidua	40	-999	N	SE	NA	DI	NA	NA	D	4	NA	NA	NA	HE	NA	0,005696442	3,393028006	fa
Mellquin	EC	-999	-999	NA	NA	-999	echinodermata	NA	Echinoidea	Clypeasteroida	Mellitidae	Mellita	quinquiesperforata	Mellita_quinquiesperforata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Menemacu	PO	-999	33	1702632701	MOO	390	chordata	NA	Actinopterygii	Perciformes	Menidae	Mene	maculata	Mene_maculata	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meomvent	EC	-999	-999	NA	NA	-999	echinodermata	NA	Echinoidea	Spatangoida	Brissidae	Meoma	ventricosa	Meoma_ventricosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meriechi	VE	-999	-999	NA	NA	-999	plantae	NA	Florideophyceae	Gigartinales	Solieriaceae	Meristiella	echinocarpum	Meristiella_echinocarpum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meruampl	PA	-999	77	6191000101	MVM	-999	cnidaria	CE	Anthozoa	Scleractinia	Merulinidae	Merulina	ampliata	Merulina_ampliata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Meruscab	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Merulinidae	Merulina	scabricula	Merulina_scabricula	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Merusp.	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Merulinidae	Merulina	sp.	Merulina_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Mesomeso	VE	-999	-999	NA	NA	-999	plantae	NA	Florideophyceae	Corallinales	Corallinaceae	Mesophyllum	mesomorphum	Mesophyllum_mesomorphum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Metuagas	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Buccinidae	Metula	agassizi	Metula_agassizi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Micrande	PO	-999	33	1510604301	MID	5977	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Micrognathus	andersonii	Micrognathus_andersonii	9	-999	O	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	-999	-999	NA
Micrargu	PO	-999	33	1510604401	MIG	9890	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Microphis	argulus	Microphis_argulus	15	-999	O	SE	NA	DI	NA	NA	B	2	NA	ED	NA	CA	NA	-999	-999	NA
Micrbrac	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Microphis	brachyurus_millepunctatus	Microphis_brachyurus_millepunctatus	22	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Micrbrev	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Micrognathus	brevirostris_brevirostris	Micrognathus_brevirostris_brevirostris	68	-999	O	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	-999	-999	NA
Micrchry	PO	-999	-999	NA	NA	1122	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Microspathodon	chrysurus	Microspathodon_chrysurus	21	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	PL	NA	0,0239	3,0825	NA
Micrcrue	PO	-999	-999	NA	NA	46175	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Microphis	cruentus	Microphis_cruentus	16	-999	O	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	-999	-999	NA
Micrfurn	PO	-999	33	1703703802	CKM	7620	chordata	NA	Actinopterygii	Perciformes	Sciaenidae	Micropogonias	furnieri	Micropogonias_furnieri	60	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Micrgesp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Microdesmidae	ge.	sp.	Microdesmidae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Micrleia	PO	-999	-999	NA	NA	7735	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Microphis	leiaspis	Microphis_leiaspis	19	-999	O	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	-999	-999	NA
Micrnata	PO	-999	-999	NA	NA	7731	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Micrognathus	natans	Micrognathus_natans	6	-999	O	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	-999	-999	NA
Micrsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Micrognathus	sp.	Micrognathus_sp.	-999	-999	O	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	-999	-999	NA
Micrstri	PO	-999	33	1704700601	MIR	7804	chordata	NA	Actinopterygii	Perciformes	Kyphosidae	Microcanthus	strigatus	Microcanthus_strigatus	16	-999	N	MO	NA	DI	NA	NA	D	2	NA	NA	NA	CA	NA	0,052548111	2,818314535	sp
Micrunda	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Cephalaspidea	Aplustridae	Micromelo	undata	Micromelo_undata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millalci	PA	-999	-999	NA	NA	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	alcicornis	Millepora_alcicornis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millcompl	PA	-999	-999	NA	NA	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	complanata	Millepora_complanata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millexae	PA	-999	-999	NA	NA	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	exaesa	Millepora_exaesa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millgesp.	PA	-999	-999	NA	NA	-999	cnidaria	CME	NA	NA	fa.	ge.	sp.	Mill?pores	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millplat	PA	-999	77	6170100101	MHF	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	platyphylla	Millepora_platyphylla	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millsp.	PA	-999	-999	NA	NA	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	sp.	Millepora_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Millsquar	PA	-999	-999	NA	NA	-999	cnidaria	CM	Hydroidomedusa	Capitata	Milleporidae	Millepora	squarrosa	Millepora_squarrosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Milltene	PA	-999	-999	NA	NA	-999	cnidaria	CME	Hydroidomedusa	Capitata	Milleporidae	Millepora	tenela	Millepora_tenela	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
